text,label,label_raw,source_dataset,emoji_flag
كي تسڨمو الريزو تاعكوم امبعدا ساهل,0,-1.0,dataset_1,0
المودام مليح والانترنت مليحة الحمدالله يا ربي,2,2.0,dataset_2,0
الانترنيت ضعيفة في الليل,0,-1.0,dataset_1,0
أسوأ عرض و أكبر غلطة درتها حولت من بيكس لسما تاع 💩 تاعكم,1,1.0,dataset_3,0
انا عندي سويتش كانت مليحة بصح درك راهي قريب كيما جيزي.ولاية مستغانم.خاصني numéroنشكي فيه,1,1.0,dataset_3,0
انترو تاع الفيديوات تقول فيلم هوليوود و المحتوى زيرو هه,0,0.0,dataset_3,0
Ps4 ❤️🔥,2,1.0,dataset_1,0
نوكل عليكم ربي,0,1.0,dataset_2,0
خويا مكاش طريقة نعرفوا pix 4g قديمة ولا جديدة,0,0.0,dataset_3,0
دجزي علاه صكرتولي ابيس تاعي,0,-1.0,dataset_1,0
"mafhamtech 3lach ""40 G""tro7 them them fi chhar ?",0,-1.0,dataset_1,0
واش من عروض cnx دايرة كي نمي.,1,1.0,dataset_3,0
السلام عليكم، عندي مشكل سرعة تدفق الانترنيت ،شريحة جديدة,0,1.0,dataset_2,0
vive ooredoo khayty,0,-1.0,dataset_1,0
اسوء عرض قدماته موبيليس يخاه لا يوتيوب ولا حتى حاجة تتفرج ندمت لي شيرت بيس,1,1.0,dataset_3,0
لاانصح بهذا العرض للجميع لانترنت ضعيفة جدا ولي حولها لسما ميقدرش يرجعها كيما كانت يعني مكلاه تتحشالكم,1,1.0,dataset_3,0
انا ندمت عليه.حتى connexionsعيانة بزاف قبل احسن,1,1.0,dataset_3,0
نقعدو نشريو غير في ليبس ونبدلو فيهم ديرو عروض في لابيس لي عندنا وفقط,0,1.0,dataset_2,0
lazem nachri la puse izzy,1,0.0,dataset_1,0
صدقوني أنا عندي سرعة الانترنيت عندي في mobilis تلحق. .7.08 mpbs,2,2.0,dataset_3,0
مع DJEZZY APP تقدر دير بزّاف حوايج 😍! ما عندك غير تحمّلها 📱👀 قولولنا فالتعليقات واش من عرض شريتوه بالتطبيق,1,0.0,dataset_1,1
بالنسبة الي الفعالية والسرعة فكلامك صحيح<br>اما بالنسبة لسرقة الجيڨات مازال يخونوا,1,1.0,dataset_3,0
متمشيش ف ios,1,0.0,dataset_1,0
باركة الله فيك كنت نخمم واش من مودام نشري,0,0.0,dataset_3,0
Yaww cnxx 😡,0,-1.0,dataset_1,0
Dert hadik ta3 5G 5jr khlaso 😭,0,-1.0,dataset_1,0
.kharfi Abonee page ghir da7k 😂,1,0.0,dataset_1,-1
أنا عجبتني فيها ping مليح ياسر,2,2.0,dataset_3,0
Ramdan hh,1,0.0,dataset_1,0
men win anta,0,0.0,dataset_3,0
تحيا بيكس 100,2,2.0,dataset_3,0
انا عندي Win contrôle 1300 تسمى واش ندير بيها درك نزيد 200دج و نكتيفي 30جيڤا مركومش تشوفو بلي كاين خلل في الحساب,1,0.0,dataset_2,0
.fe ask elihah sahbi wla dir *720# o chof sa9si ya9lbohalk,2,1.0,augmented,0
سلام عليكم ورحمة الله وبركاته<br>فيما يخص جيزي كونفورت هي التزام راهي عندي ماحبوش يردو لي رقمي عادي نتحكم فيه,0,0.0,dataset_3,0
هذا مشكل للاسف عنده تقريبا شهرين عندما تستهلك 1ج تبدأ المحدودية لدرجة فيديو 244p يتقطع,1,1.0,dataset_3,0
دك راهي بارا,1,0.0,dataset_1,0
"Pppf yaw diro 100 Go b 100da kan bghito, je suis vraiment déçu , cnx = 💩 t9ila grv soit sbah lile l3chia 3 t3 sbah dima makanch w ida kayna t9ila, lcommentaire w bsif maktbto, les offres li dirohom sah haylin bssah tl3bo mn w mn tmdolna des chiffres mktoubin heda makan mch cnx",0,-1.0,dataset_1,0
كلهم كذابين ما عندك ما تخير في ولاد..,1,1.0,dataset_3,0
صح ممتاز والله,2,2.0,augmented,0
تحيا ooredoo Switch ilimity 400 da أحسن كونيكسيون télécharge Upload F good,2,2.0,dataset_3,0
معندو حتى علاقة بلماركيتينڨ,1,1.0,dataset_3,0
لي فهم يفهم لي مفهمش؟,0,0.0,dataset_3,0
وحسب من هدرتو شركة اورو تاعو,0,0.0,dataset_3,0
.bella انا عندي جيزي هايلة بزاف ب 1500دج فالشهر فيها 40 جيڨا,2,1.0,dataset_1,0
غدوةونشري موبيليس موبيليس لعزيزة لعزيزة,2,2.0,augmented,0
.dz le développeur de cette jeux est David David Jones et les deux frères Dan et Sam Houser voila la réponse Djezzy et merci,1,0.0,dataset_1,0
اخي هل٣بيس طوب كات جي رجعت تتباع او لا,0,0.0,dataset_3,0
موبيليس ديرفها ufo vpn من طرف تكنو ديزاد تولي صاروخ,0,0.0,dataset_3,0
الله يالكونكسين تاعكم رجعت تعيف تعيف تعييف,0,-1.0,dataset_1,0
Cool ❤,2,1.0,dataset_1,0
Cnx rahi t9ila جنازة,0,-1.0,dataset_1,0
أحكيلنا شوية على عرض Switch المتوفر و ماهو الإلتزام؟ شكرا,0,0.0,dataset_3,0
قسنطينة اوريدوا البينغ 27 الابلاود 7 الداونلاود 7 قاوية,2,2.0,dataset_3,0
جيزي 🤦,0,0.0,dataset_3,0
كون غير تزيد في سرعة الأنترنت المنخفض على شريحة توب 4G تولي فور,0,0.0,dataset_3,0
0.1 out of 10 👎,0,-1.0,dataset_1,0
deja lyom mobilis rahi karita,1,1.0,dataset_3,0
أروع عرض,2,2.0,dataset_3,0
Es que il y a Une différence entre puce Izzy et puce Djezzy ??,1,0.0,dataset_1,0
Slm 3likom kch jdid 3la mobilis,0,0.0,dataset_3,0
هه راك منك بالصح انا راني حاير فالناس الي راهي امصدقاتك اختيار نوع الشبكة الي درتو هداك عادي بلا حتى تطبيق كاين في الشاومي كل وزيد التوب 4جي يا حبيب العرض انتاع 500دج راهم نحواه راك روطار دورك كاين غير انتاع 100 فيه 2 جيغا والحزمة 4+ راهي تجربية غير في العاصمة فقط املا انقول روح بول وارقد,0,0.0,dataset_3,0
تخلونا حتا نفكسيو 1500دج اومبعد الكنكسيو تولي تقيلة اليوم الكونيكسيو عيانة كامل والله ندمت لي لليكسيت لوكان بدلت خير,0,-1.0,dataset_1,0
Pas mal ça 👍🏼,2,1.0,dataset_1,1
رمضان كريم وربي يحفظكم والله عمال موبليس أحسن معاملة وتربية وأخلاق,2,2.0,dataset_2,0
عرض وناقص,1,1.0,dataset_3,0
سما نكونيكتو ب 5جيڨا شهر تبقا 5 هكا؟؟,1,0.0,dataset_1,0
من حشية محبتش تمشي فيسبوك حتى دخلت من اوريدو,0,-1.0,dataset_1,0
merci à vous pour votre fidélité 😍💪,2,1.0,dataset_1,1
3mega applawd 6mega dawnload w 3mega applawd,2,2.0,augmented,0
احسن شبكة في تدفق الإنترنت في دزاير بالنسبة ليا,2,1.0,dataset_1,0
قالك كي ترفع التدفق يزيدولك 100,2,2.0,dataset_2,0
موبيليس السراقه,1,1.0,dataset_3,0
خسارة بدلوا عرض نتاع 100 الف,1,1.0,dataset_3,0
كارثة كارثة كبيرة ريزو مكانش منعدمة كونيكسو مكانش فوهران نبدلوها وصاي يعطوك 100 جيڨا وش تدير بيها كلش ثقيلة على بكري الله المستعان,1,1.0,dataset_3,0
هه 100دج فيها 2جيغا المتعاملين الآخرين 100دج مقابل 15جيغا,0,1.0,dataset_2,0
كنت ماكتيفي 800 دج تاع عرض امتياز .خلصتلي البارح رحت فليكسيت ضرك باه ناكتيفيها مالقيتهاش . العروض تاع امتياز كامل راحو بقات غير تاع 190 دج !! علاه يعني علاه وش ندير بيها هاذي . كان عرفتكم نحيتوها والله مانفليكسي . اذا ماكمش راح تردوها قولولي,0,-1.0,dataset_1,0
برافو عليكم  استمروا هكذا,2,2.0,augmented,0
كونكسيو 00,0,1.0,dataset_2,0
Hadi 4g + kifah nkharjouha hna??,0,0.0,dataset_3,0
wsh c belil ca 🤣🤦🏻‍♂️,1,0.0,dataset_1,0
Switch wshbiha had yamat ping mn 170ms wtl3,1,1.0,dataset_3,0
هذي بوس,1,0.0,dataset_1,0
شكرا جزيلا بصح كل شي مزيان,2,1.0,augmented,0
شكرا جازي لقد فزت ب هاتف ذكي ريبوندي عليا في خاص اخت زهرة عندي استفسار,1,0.0,dataset_1,0
اسوأ أنترنت هي موبيليس وشكرا على كذبكم,0,1.0,dataset_2,0
هيا جيدة نوعا ما لكن مقارنة مع جيزي هاربة 😁 فرق كبير في الانترنت والله أعلم,2,2.0,dataset_3,0
Mshy affaire kaml 500da da w 5 go brk w nzid fogha 600 da bah n5dem gratuit !! 😐😒,0,-1.0,dataset_1,0
خويا ولاوين ليبر .مكانش فيها عروض ولا زيادات فلي جيغا..,0,0.0,dataset_3,0
Djamel Amnap ربي يوفقك خويا عزيز ان شاء الله تستاهل كل خير,1,0.0,dataset_1,0
الاتجاه نحو اوريدو 👏👏 جيزي يأسنا منكم,0,-1.0,dataset_1,0
Hhh mama ki tchoof vidéo ana tsawer yt7aloli b ta7lal 😂,1,0.0,dataset_1,-1
جيزي العرض لمليح 1500 الف 40 جيقا. و عرض 200 الف 60 جيقا انترنت,2,2.0,dataset_3,0
المسئولين راهم قاعدين و الشهريه تمشي علاه يكسرو ريسانهم,1,1.0,dataset_3,0
موبيليس و الكل يكونيكتي,2,2.0,dataset_2,0
اللي مفهمش أقول افهمت..عودو الفيديو,0,0.0,dataset_3,0
‌Sidi bel abbes 3G 6 Mbps 4G 12 Mbps Djezzy,2,2.0,dataset_3,0
سييت كامل ليبيس وحدة ما تصلح 😑,0,-1.0,dataset_1,-1
جزي مكانش مصدقية عندك صاح صديقي,1,1.0,dataset_3,0
سرفيس مليح  برافو,2,2.0,augmented,0
جيزي راهي قوة..احسن من موبليس.,2,2.0,dataset_3,0
كيف التحويل من هايلة الى هايلة بزااف,1,0.0,dataset_1,0
حمدلله موبيليس في تحسن,2,2.0,dataset_3,0
هل عرض ترويجي أو دائم,0,0.0,dataset_3,0
L’application sur iOS est bloqué 😭,0,-1.0,dataset_1,0
لي حابة تشري ماكياج شباب ماركات و بأسعار متنافسة 💁✨ و لي محتاجة نصائح تجميلية و طرق استعمال مايكوب بطرق احترافية و سهلة ما عليك سوا متابعة صفحتنا 😍😍صفحة الجمال و التألق 💎✨,2,1.0,dataset_1,1
As,1,0.0,dataset_1,0
ma3lich tgolili 3la had l'option,1,0.0,dataset_1,0
Ntouma sbaktouna wahd 3andk 4g aya wtl79ak 100 kps hh ntouma line wahda rakom m9sminha 3la 20 wahed rabi yhdikoum,0,-1.0,dataset_1,0
جيزي هي تاليا قاع,1,1.0,dataset_3,0
ريقلو رواحكم كونكسيون هادي ولا ماتقولي لا عنوانك ولا ولايتك راها مكاهة وين تروح اقلع عليا المحدودية و خليني ناكل العرض تاعي كما نحب #يااو_بدرااهميي_منيش_نطلب_عليكم,0,-1.0,dataset_1,0
متطورة في الانترنت,2,2.0,dataset_3,0
السلام عليكم .خويا عندي نجمة غولد نقدر نبدلها سويتش ولا لا ..ارجو الاجابة,0,0.0,dataset_3,0
اخي كي تكمل نقدر الشهر جاي ناكتيفيها 30 جيڨا ؟؟,0,0.0,dataset_3,0
كيفاه نديرو 4جي بليس ربي يجازيك,0,0.0,dataset_3,0
.edits نتمسخر برك,1,0.0,dataset_1,0
500da+600da a frr,1,0.0,dataset_1,0
والله احسن عرض في الجزائر هو عرض اوريدو عليا سويتش 3500 دج <br><br>استهلاكاتي الشهرية دايما فوق 300 جيقا فالشهر,2,2.0,dataset_3,0
tafret fi mobilis hh,1,1.0,dataset_3,0
هدا وين فليكسيت د مالقيتهمش و بعتلكم ميساج و مكانش غيبونس؟؟ ؟؟,0,-1.0,dataset_1,0
merci kho pour les informations 👏👏👍,2,1.0,dataset_1,1
عندي اشتراك 1200دج كي نحب نتصل بخدمة الزبائن تقولي رصيدك غير كافي ؟؟ عندي مشكل غلقتولي شريحة جيزي ؟ الى متى هذا اللامبالات بالزبون ؟ اذا ما فتحتوش الشريحة ناكدلكم اني نغير المتعامل نحو موبيليس,0,-1.0,dataset_1,0
انا ودعت جازي منذ ان عرفت بأن مالكها يهودي سابقا والان هيا ملك دولة,1,1.0,dataset_3,0
تخفاف غير من3:00 تع صباح ل 11:00,2,1.0,dataset_1,0
سمحلي خوياا تكنو ولله غير طحتلي عندها شهر روحت وكالة لعند وكالة ساحة اول ماي. بلكور . عطاوني شريحة جديدة لقتها كيما كانت توب نورمال,0,0.0,dataset_3,0
سويتش وكونفور شحال يتباعو؟,0,0.0,dataset_3,0
slm frr khasni modem adsl bach tansahni ??,0,0.0,dataset_3,0
افضل عرض حاليا في الجزائر اوريدو +سرعة تدفق سويتش 150الف ..يعطوك 50جيغا +150الف هدرة +سرعة تدفق عالي,2,2.0,augmented,0
Smahli yla.ian tahdar 3la top 4G makan hala karita,1,1.0,dataset_3,0
علاش خدمات الامتاز للانترنت ولات تخص البعض دون البعض الآخر. والله تحيرو واحد تمدولو ولوخر لا لا. فهمونا علاه,1,0.0,dataset_1,0
محبتوش تردو فلخاص,1,0.0,dataset_1,0
نحن في بلد كل شيء ممكن,0,0.0,dataset_3,0
Yyy rasa ta3kom conx washbiha nkhalso 1500 da conx ki ta3i sagmoha,0,-1.0,dataset_1,0
خويا الفديوا قديم ولا جديد ولا كش عفسا,0,0.0,dataset_3,0
راني في يومين كونكسيو مكاش 👎👎,0,-1.0,dataset_1,0
يعطيك الصحة خويا لعزيز,2,2.0,dataset_3,0
مبغاتش تمشيلي كونيكسيون,1,1.0,dataset_3,0
؟؟ كين غير أشهرات في موقع تاعك والله ملقيت راسي نحس روحي هكر من تكنو الى ڨ بلى الى؟؟ سهلها تسهل شو,0,0.0,dataset_3,0
We pixx pro <br>فيها ولا لا,0,0.0,dataset_3,0
انهض من جديد ارواح دير فورما يوجد في صفحتنا كل ماتبحث عليه 👏 مرحبا بكم,1,0.0,dataset_1,0
Ndjma gold vu hh.100 hadra gratuite 400tt résou 20g.l'internat hh,1,0.0,dataset_1,0
كاميرا نتاعك معكوسه,0,0.0,dataset_3,0
ياو اليوتيوب اليميتي نورمال شهر كومبلي والدقة نتفرج 1080 <br>ولي عندو شك يجي نبعثلو الكابتور كونصوميت الشهر الى فات 60 جيڨا في 30 يوم,2,2.0,dataset_3,0
mercii❤️,2,1.0,dataset_1,0
شوفلنا حل,1,1.0,dataset_3,0
خويا وين نلقى لزونتال تاع المودام 4g,0,0.0,dataset_3,0
متسميهاش انترنت هذي,1,1.0,dataset_3,0
".x c'est , disponible sur tous les magasins de téléphone kayn lhna sur la wilaya de Guelma",1,0.0,dataset_1,0
عندي جيزي هاربة نخلص 1500دج يعطوني 50جيقا و 200دينار مكالمات نحوى جميع الشبكات قولي فيها ليميتاسيو و لا مفيهاش للعلم الكونيكسيو ربي يجيب <br>جاوبني خويا,0,0.0,dataset_3,0
رئاسة تاعك ما تتكوباش كونكسيون ..راهم في جنة,0,0.0,dataset_3,0
💔 Wlh Ghiir Bzf 😏😂,1,0.0,dataset_1,-1
سرعة الإنترنت في جازي تختلف من منطقة الي منطقة,0,0.0,dataset_3,0
علاش مكاش عروض تع رمضان ..نعرفو غير تدور دراهم و صايي,0,1.0,dataset_2,0
